Name,Type,Subtype,Block,X Longitude,Y Latitude,Location
ATYAB PERFUMES & GIFTS,SHOPPING,GIFT SHOPS,316,50.5819303,26.23849014,"26.23849014, 50.5819303"
LIFE STYLE,SHOPPING,GIFT SHOPS,331,50.57430574,26.20381329,"26.20381329, 50.57430574"
JASHANMAL,SHOPPING,GIFT SHOPS,346,50.55517729,26.23321438,"26.23321438, 50.55517729"
AL ALAWI TOYS & GIFTS,SHOPPING,GIFT SHOPS,422,50.53593905,26.22126125,"26.22126125, 50.53593905"
BAHRAIN GREETINGS,SHOPPING,GIFT SHOPS,428,50.53757101,26.23152739,"26.23152739, 50.53757101"
AL HASBA GIFTS,SHOPPING,GIFT SHOPS,428,50.53778183,26.23180522,"26.23180522, 50.53778183"
BOOK ISLAND,SHOPPING,GIFT SHOPS,428,50.53778675,26.23223284,"26.23223284, 50.53778675"
BOOKS PLUS,SHOPPING,GIFT SHOPS,428,50.53805948,26.23192314,"26.23192314, 50.53805948"
HOUSE OF TOBACCO,SHOPPING,GIFT SHOPS,428,50.53867161,26.23219626,"26.23219626, 50.53867161"
ASHRAFS CORNER,SHOPPING,GIFT SHOPS,428,50.5388397,26.23255993,"26.23255993, 50.5388397"
THE BOOKCASE,SHOPPING,GIFT SHOPS,428,50.53901468,26.23151411,"26.23151411, 50.53901468"
LAMOS GIFTS,SHOPPING,GIFT SHOPS,907,50.57779068,26.11914728,"26.11914728, 50.57779068"
ATYAB PERFUMES & GIFTS,SHOPPING,GIFT SHOPS,915,50.55500212,26.135009,"26.135009, 50.55500212"
LAIYAN ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,104,50.65473148,26.24628236,"26.24628236, 50.65473148"
AL MARED SECOND HAN PHONES AND ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,105,50.6546971,26.24527375,"26.24527375, 50.6546971"
AL JOOD ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,108,50.65509922,26.23896827,"26.23896827, 50.65509922"
FUTURE TECHNOLOGY,SHOPPING,ELECTRICAL SHOPS,203,50.61161067,26.26095954,"26.26095954, 50.61161067"
AL SHBAH SATELLITE,SHOPPING,ELECTRICAL SHOPS,206,50.61470567,26.25831742,"26.25831742, 50.61470567"
AL BAHAMA TELECOM,SHOPPING,ELECTRICAL SHOPS,206,50.61648523,26.2583131,"26.2583131, 50.61648523"
SMART COMMUNICATION CENTER,SHOPPING,ELECTRICAL SHOPS,206,50.61654606,26.25716216,"26.25716216, 50.61654606"
OZONE ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,206,50.61676341,26.25758643,"26.25758643, 50.61676341"
AIRCO AIR CONDITIONING COMPANY,SHOPPING,ELECTRICAL SHOPS,207,50.6077467,26.25292016,"26.25292016, 50.6077467"
OVER RIVERS ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,208,50.61799784,26.25465273,"26.25465273, 50.61799784"
ABU ADEL TRADING ESTABLISHMENT,SHOPPING,ELECTRICAL SHOPS,208,50.61816425,26.25156187,"26.25156187, 50.61816425"
ALYAFFEAI MOBILE PHONES & ACCESSORIES COMPANY,SHOPPING,ELECTRICAL SHOPS,208,50.6186588,26.25345133,"26.25345133, 50.6186588"
AL HEJAZ ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,211,50.60892682,26.25023555,"26.25023555, 50.60892682"
JALIL ABDULLAH ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,211,50.61020996,26.25038604,"26.25038604, 50.61020996"
DOT RED PHONES AND COMPUTERS,SHOPPING,ELECTRICAL SHOPS,212,50.61990611,26.25219592,"26.25219592, 50.61990611"
MARYYANA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,212,50.62027111,26.25357278,"26.25357278, 50.62027111"
SHUKRALLA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,213,50.61470755,26.25090114,"26.25090114, 50.61470755"
METRO,SHOPPING,ELECTRICAL SHOPS,214,50.61321352,26.24815626,"26.24815626, 50.61321352"
AHASEES ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,214,50.61477739,26.24713694,"26.24713694, 50.61477739"
UM MAHBOOB ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,214,50.61665324,26.2483081,"26.2483081, 50.61665324"
EBTIHAL ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,215,50.60849549,26.24987473,"26.24987473, 50.60849549"
BU ALI ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,215,50.60860535,26.24948635,"26.24948635, 50.60860535"
AL KAENAT FOR REPAIR OF ELECTRONIC EQUIPMENT,SHOPPING,ELECTRICAL SHOPS,216,50.61443231,26.24676071,"26.24676071, 50.61443231"
LUXURY ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,216,50.61584764,26.24760802,"26.24760802, 50.61584764"
SHPRIN ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,216,50.61765861,26.24539074,"26.24539074, 50.61765861"
YARA EXPRESS MART COMPANY W.L.L.,SHOPPING,ELECTRICAL SHOPS,224,50.61422185,26.27385215,"26.27385215, 50.61422185"
SAHARI ELECTRICAL & ELECTRONIC EQUIPMENT,SHOPPING,ELECTRICAL SHOPS,226,50.60676589,26.27149339,"26.27149339, 50.60676589"
SAMSUNG,SHOPPING,ELECTRICAL SHOPS,240,50.62778657,26.25387229,"26.25387229, 50.62778657"
BABLLON ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,242,50.63023418,26.25420609,"26.25420609, 50.63023418"
ASMA TRADING ESTABLISHMENT,SHOPPING,ELECTRICAL SHOPS,303,50.57040402,26.22615664,"26.22615664, 50.57040402"
AL MIRAJ ELECTRONICS & PHONES,SHOPPING,ELECTRICAL SHOPS,304,50.57300703,26.22956149,"26.22956149, 50.57300703"
DEEN ENGINEER ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57307598,26.23133748,"26.23133748, 50.57307598"
COMP PHONE,SHOPPING,ELECTRICAL SHOPS,304,50.57385026,26.23094088,"26.23094088, 50.57385026"
BAB AL BAHRAIN ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57523043,26.23057455,"26.23057455, 50.57523043"
ROUBIN STORE,SHOPPING,ELECTRICAL SHOPS,304,50.57525061,26.23323989,"26.23323989, 50.57525061"
COSMOS ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57594739,26.2328963,"26.2328963, 50.57594739"
PANASONIC,SHOPPING,ELECTRICAL SHOPS,304,50.57623176,26.23241728,"26.23241728, 50.57623176"
KEWALRAM & SONS,SHOPPING,ELECTRICAL SHOPS,304,50.5766742,26.23257568,"26.23257568, 50.5766742"
AL ZEERA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57689496,26.23094417,"26.23094417, 50.57689496"
AL FAIHA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57697888,26.23101401,"26.23101401, 50.57697888"
F.F. WATCH COMPANY,SHOPPING,ELECTRICAL SHOPS,304,50.57707213,26.23264177,"26.23264177, 50.57707213"
HAKEEM ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,304,50.57776788,26.23308109,"26.23308109, 50.57776788"
YOUSIF KHALIL AL MOAYYED & SONS,SHOPPING,ELECTRICAL SHOPS,304,50.57821119,26.23539254,"26.23539254, 50.57821119"
AL SAHER TRADE CENTER,SHOPPING,ELECTRICAL SHOPS,304,50.58013546,26.2324205,"26.2324205, 50.58013546"
MANAL ELECTRONICS & ELECTRICAL,SHOPPING,ELECTRICAL SHOPS,305,50.58121349,26.23152642,"26.23152642, 50.58121349"
AL ZAEEM ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,308,50.58404628,26.22560021,"26.22560021, 50.58404628"
AMEERI STORES,SHOPPING,ELECTRICAL SHOPS,308,50.58718225,26.22605571,"26.22605571, 50.58718225"
JEHAD ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,308,50.58746213,26.22605116,"26.22605116, 50.58746213"
ALMALKIYA ELECTRICAL INTERNATIONAL SERY,SHOPPING,ELECTRICAL SHOPS,309,50.58185803,26.22613127,"26.22613127, 50.58185803"
EURO COMPUTERS,SHOPPING,ELECTRICAL SHOPS,311,50.57303021,26.21984618,"26.21984618, 50.57303021"
ARABIAN ELECTRICS & ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,312,50.57088768,26.22373279,"26.22373279, 50.57088768"
ASEEL ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,314,50.56680198,26.23152645,"26.23152645, 50.56680198"
AL ANWAR DISPLAY SYSTEMS CENTRE,SHOPPING,ELECTRICAL SHOPS,315,50.56796636,26.23110939,"26.23110939, 50.56796636"
AJAL BAHRAIN B.S.C.,SHOPPING,ELECTRICAL SHOPS,317,50.58763304,26.23911491,"26.23911491, 50.58763304"
PEARL,SHOPPING,ELECTRICAL SHOPS,318,50.58872813,26.23510562,"26.23510562, 50.58872813"
ASHRAFS,SHOPPING,ELECTRICAL SHOPS,318,50.58876196,26.23466985,"26.23466985, 50.58876196"
ASHRAF BUSINESS CENTER,SHOPPING,ELECTRICAL SHOPS,318,50.58970581,26.23478401,"26.23478401, 50.58970581"
SOLAR ELECTRONICS COMPANY,SHOPPING,ELECTRICAL SHOPS,318,50.5897062,26.23202455,"26.23202455, 50.5897062"
FAKHRO ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,318,50.59416468,26.23388179,"26.23388179, 50.59416468"
JASSIM ABDULRAHMAN AL ZAYANI,SHOPPING,ELECTRICAL SHOPS,318,50.59553717,26.23081292,"26.23081292, 50.59553717"
AL BAHAMA TELECOM,SHOPPING,ELECTRICAL SHOPS,319,50.59348119,26.23582975,"26.23582975, 50.59348119"
SAMSUNG,SHOPPING,ELECTRICAL SHOPS,319,50.593629,26.23563328,"26.23563328, 50.593629"
MOBILEK PHONE,SHOPPING,ELECTRICAL SHOPS,319,50.59377819,26.23480775,"26.23480775, 50.59377819"
SPECIAL COMMUNICATIONS,SHOPPING,ELECTRICAL SHOPS,319,50.59380587,26.23476967,"26.23476967, 50.59380587"
KINGDOM OF TITANIC MOBILES,SHOPPING,ELECTRICAL SHOPS,319,50.59402196,26.23509583,"26.23509583, 50.59402196"
NOKIA,SHOPPING,ELECTRICAL SHOPS,320,50.59536536,26.23257069,"26.23257069, 50.59536536"
AL ZAYANI COMMERCIAL SERVICES,SHOPPING,ELECTRICAL SHOPS,320,50.59589115,26.22960035,"26.22960035, 50.59589115"
YOUSIF KHALIL AL MOAYYED & SONS,SHOPPING,ELECTRICAL SHOPS,320,50.59679722,26.22714242,"26.22714242, 50.59679722"
ELECTRONICS WORLD,SHOPPING,ELECTRICAL SHOPS,321,50.59257616,26.22699883,"26.22699883, 50.59257616"
ABU SULTAN PHONE,SHOPPING,ELECTRICAL SHOPS,323,50.58771178,26.23349335,"26.23349335, 50.58771178"
PANASONIC,SHOPPING,ELECTRICAL SHOPS,327,50.58938325,26.21460394,"26.21460394, 50.58938325"
GREENISIS TELECOM,SHOPPING,ELECTRICAL SHOPS,328,50.57865878,26.21226274,"26.21226274, 50.57865878"
IQRA'A PHONES,SHOPPING,ELECTRICAL SHOPS,330,50.57577884,26.20966598,"26.20966598, 50.57577884"
COMTEL PHONES,SHOPPING,ELECTRICAL SHOPS,330,50.57578448,26.20994914,"26.20994914, 50.57578448"
DEGETAL ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,337,50.5967308,26.20375827,"26.20375827, 50.5967308"
SAMSUNG,SHOPPING,ELECTRICAL SHOPS,341,50.59941105,26.21528326,"26.21528326, 50.59941105"
NOKIA - INTERCOL,SHOPPING,ELECTRICAL SHOPS,343,50.59664987,26.19716711,"26.19716711, 50.59664987"
THE CAMERA SHOP,SHOPPING,ELECTRICAL SHOPS,346,50.55289488,26.23296618,"26.23296618, 50.55289488"
DAMAS KIDS,SHOPPING,ELECTRICAL SHOPS,346,50.55582193,26.23246008,"26.23246008, 50.55582193"
BREITLING,SHOPPING,ELECTRICAL SHOPS,346,50.5559797,26.23274131,"26.23274131, 50.5559797"
CAPITAL ELECTRICAL EQUIPMENT,SHOPPING,ELECTRICAL SHOPS,363,50.55447316,26.2082246,"26.2082246, 50.55447316"
WELD AL KHAL MOBILES,SHOPPING,ELECTRICAL SHOPS,363,50.55828274,26.2104503,"26.2104503, 50.55828274"
INTELLITECH ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,410,50.53827531,26.22876863,"26.22876863, 50.53827531"
YOUSIF KHALIL AL MOAYYED & SONS,SHOPPING,ELECTRICAL SHOPS,413,50.53704903,26.20661084,"26.20661084, 50.53704903"
DEJLAH ELECTRICAL & ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,414,50.53661965,26.22105401,"26.22105401, 50.53661965"
FAJER FREEDOM ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,419,50.54217316,26.21257257,"26.21257257, 50.54217316"
GOLDEN STAR ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,421,50.54135217,26.21990643,"26.21990643, 50.54135217"
COLOUR 2000,SHOPPING,ELECTRICAL SHOPS,428,50.5372354,26.23171948,"26.23171948, 50.5372354"
KONDOR,SHOPPING,ELECTRICAL SHOPS,428,50.53795942,26.2315275,"26.2315275, 50.53795942"
LUCKY STORES,SHOPPING,ELECTRICAL SHOPS,428,50.53867438,26.23234844,"26.23234844, 50.53867438"
PANASONIC,SHOPPING,ELECTRICAL SHOPS,428,50.5387991,26.23376247,"26.23376247, 50.5387991"
CYBER ZONE,SHOPPING,ELECTRICAL SHOPS,518,50.4903045,26.22031771,"26.22031771, 50.4903045"
AL RIDHA TRADING ESTABLISHMENT,SHOPPING,ELECTRICAL SHOPS,605,50.61713545,26.16258115,"26.16258115, 50.61713545"
AMPAL INTRNET & CUMPUTER CANTER,SHOPPING,ELECTRICAL SHOPS,608,50.61596611,26.16154075,"26.16154075, 50.61596611"
FANTASIA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,624,50.60354941,26.1418914,"26.1418914, 50.60354941"
EXTRA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,701,50.54054645,26.19470146,"26.19470146, 50.54054645"
IMPEX INTERNATIONAL FOR ELECTRONIC,SHOPPING,ELECTRICAL SHOPS,701,50.54452538,26.18433213,"26.18433213, 50.54452538"
AL MAKHRAQ ELECTRICAL EQUIPMENT SPARE PARTS CENTER,SHOPPING,ELECTRICAL SHOPS,704,50.5337133,26.1862219,"26.1862219, 50.5337133"
MANAZIL,SHOPPING,ELECTRICAL SHOPS,704,50.53709593,26.18197745,"26.18197745, 50.53709593"
AMAL ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,707,50.55550931,26.18547021,"26.18547021, 50.55550931"
LONDON VISION TECHNOLOGY,SHOPPING,ELECTRICAL SHOPS,711,50.5612064,26.20061092,"26.20061092, 50.5612064"
BU AHMED ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,806,50.54834341,26.17939091,"26.17939091, 50.54834341"
MULTI GATE ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,806,50.54841088,26.17939497,"26.17939497, 50.54841088"
AL MASʻUD ELECTRICAL ITEMS,SHOPPING,ELECTRICAL SHOPS,814,50.56448184,26.16722663,"26.16722663, 50.56448184"
BU RASHID ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,814,50.56452353,26.16731313,"26.16731313, 50.56452353"
GOLDEN FINGER ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,903,50.56697501,26.1207075,"26.1207075, 50.56697501"
BLUE LIGHT ELECTRICAL ELECTRONIC,SHOPPING,ELECTRICAL SHOPS,913,50.55711201,26.12991948,"26.12991948, 50.55711201"
ABU AMER ELECTRONICS COMPANY,SHOPPING,ELECTRICAL SHOPS,925,50.57085228,26.12505343,"26.12505343, 50.57085228"
MARBLE PLUS,SHOPPING,ELECTRICAL SHOPS,1014,50.48595785,26.1474225,"26.1474225, 50.48595785"
HIND ELECTRONIC,SHOPPING,ELECTRICAL SHOPS,1014,50.48978988,26.14492282,"26.14492282, 50.48978988"
HALIMAH ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,1014,50.48995052,26.14478769,"26.14478769, 50.48995052"
MUHAMMAD AL SAEED HOUSEHOLD APPLIANCES,SHOPPING,ELECTRICAL SHOPS,1203,50.49194361,26.14181929,"26.14181929, 50.49194361"
ARIF ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,1203,50.49751058,26.13999189,"26.13999189, 50.49751058"
MILLENNIUM ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,1203,50.49757828,26.14062313,"26.14062313, 50.49757828"
AL DIRAH ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,1203,50.49790457,26.14094182,"26.14094182, 50.49790457"
AL BASIT ELECTRONICS CENTER,SHOPPING,ELECTRICAL SHOPS,1203,50.49849012,26.14191252,"26.14191252, 50.49849012"
AL WEHDA ELECTRONICS,SHOPPING,ELECTRICAL SHOPS,1203,50.49855121,26.1400957,"26.1400957, 50.49855121"
BUBBLE TRADING CENTRE,SHOPPING,COSMETIC SHOPS,105,50.65404054,26.24331988,"26.24331988, 50.65404054"
MIKYAJY,SHOPPING,COSMETIC SHOPS,113,50.6509821,26.23770313,"26.23770313, 50.6509821"
AL RASASI PERFUMES COMPANY,SHOPPING,COSMETIC SHOPS,113,50.65099707,26.23801135,"26.23801135, 50.65099707"
SYED JUNAID ALAM PERFUMES W.L.L.,SHOPPING,COSMETIC SHOPS,208,50.61438688,26.25283322,"26.25283322, 50.61438688"
SULTAN AL ATOOR,SHOPPING,COSMETIC SHOPS,208,50.61531835,26.25030734,"26.25030734, 50.61531835"
ASGHAR ALI & SONS,SHOPPING,COSMETIC SHOPS,211,50.61098845,26.25070873,"26.25070873, 50.61098845"
AL SHAM PERFUME,SHOPPING,COSMETIC SHOPS,213,50.61119162,26.25061997,"26.25061997, 50.61119162"
FAMILY TRAIN TRADING ESTABLISHMENT,SHOPPING,COSMETIC SHOPS,215,50.60870399,26.24797461,"26.24797461, 50.60870399"
PERFUMES HOUSE,SHOPPING,COSMETIC SHOPS,215,50.61020151,26.25021891,"26.25021891, 50.61020151"
AL RASASI PERFUMES COMPANY,SHOPPING,COSMETIC SHOPS,225,50.60500903,26.27102813,"26.27102813, 50.60500903"
AL HAWAJ,SHOPPING,COSMETIC SHOPS,240,50.62621254,26.25396854,"26.25396854, 50.62621254"
AL RASASI PERFUMES COMPANY,SHOPPING,COSMETIC SHOPS,304,50.57630713,26.23250802,"26.23250802, 50.57630713"
AL HAWAJ,SHOPPING,COSMETIC SHOPS,304,50.57635425,26.23312449,"26.23312449, 50.57635425"
ASGHAR ALI & SONS,SHOPPING,COSMETIC SHOPS,304,50.57694328,26.23192493,"26.23192493, 50.57694328"
SYED JUNAID ALAM PERFUMES W.L.L.,SHOPPING,COSMETIC SHOPS,304,50.57697534,26.2308496,"26.2308496, 50.57697534"
AJMAL,SHOPPING,COSMETIC SHOPS,304,50.57714523,26.23197354,"26.23197354, 50.57714523"
ITALIAN TOUCH COSMETICS,SHOPPING,COSMETIC SHOPS,304,50.57745567,26.233965,"26.233965, 50.57745567"
CANADY CENTRR PERFUME,SHOPPING,COSMETIC SHOPS,304,50.57790224,26.23330509,"26.23330509, 50.57790224"
NINYA COSMETICS,SHOPPING,COSMETIC SHOPS,305,50.58342573,26.23360688,"26.23360688, 50.58342573"
NAWARAH BEAUTY SHOP,SHOPPING,COSMETIC SHOPS,308,50.58356892,26.22516437,"26.22516437, 50.58356892"
BEAUTY KINGDOM PERFUMES,SHOPPING,COSMETIC SHOPS,308,50.58365457,26.22497297,"26.22497297, 50.58365457"
HAMEL AL MISK,SHOPPING,COSMETIC SHOPS,314,50.56653824,26.23032687,"26.23032687, 50.56653824"
KHAYBAR PERFUMES CENTRE,SHOPPING,COSMETIC SHOPS,314,50.56680833,26.23004904,"26.23004904, 50.56680833"
STARS PERFUMES,SHOPPING,COSMETIC SHOPS,314,50.56681793,26.23020857,"26.23020857, 50.56681793"
ASGHAR ALI & SONS,SHOPPING,COSMETIC SHOPS,316,50.58187954,26.23846132,"26.23846132, 50.58187954"
SYED JUNAID ALAM PERFUMES W.L.L.,SHOPPING,COSMETIC SHOPS,316,50.582035,26.23854778,"26.23854778, 50.582035"
AL HEBA BEAUTY COMPANY,SHOPPING,COSMETIC SHOPS,317,50.5915812,26.24028682,"26.24028682, 50.5915812"
AL HABIB BEAUTY SHOP,SHOPPING,COSMETIC SHOPS,321,50.59043339,26.22671897,"26.22671897, 50.59043339"
ARABIAN AOUD,SHOPPING,COSMETIC SHOPS,324,50.60821862,26.21725512,"26.21725512, 50.60821862"
SEPHORA,SHOPPING,COSMETIC SHOPS,346,50.55290502,26.23252655,"26.23252655, 50.55290502"
MIKYAJY,SHOPPING,COSMETIC SHOPS,346,50.55297553,26.2333948,"26.2333948, 50.55297553"
SYED JUNAID ALAM PERFUMES W.L.L.,SHOPPING,COSMETIC SHOPS,346,50.55325234,26.23316952,"26.23316952, 50.55325234"
YAS,SHOPPING,COSMETIC SHOPS,346,50.55328011,26.23292203,"26.23292203, 50.55328011"
INGLOT,SHOPPING,COSMETIC SHOPS,346,50.5536304,26.23349021,"26.23349021, 50.5536304"
ABDUL SAMAD AL QURASHI - THE HOUSE OF AOUD AND AMBAR,SHOPPING,COSMETIC SHOPS,346,50.55365731,26.23321309,"26.23321309, 50.55365731"
ASGHAR ALI & SONS,SHOPPING,COSMETIC SHOPS,346,50.55368825,26.23210958,"26.23210958, 50.55368825"
AL RASASI PERFUMES COMPANY,SHOPPING,COSMETIC SHOPS,346,50.55385067,26.23211151,"26.23211151, 50.55385067"
VICTORIA'S SECRET,SHOPPING,COSMETIC SHOPS,346,50.55412036,26.23346797,"26.23346797, 50.55412036"
BATH AND BODY WORKS,SHOPPING,COSMETIC SHOPS,346,50.55435819,26.23331111,"26.23331111, 50.55435819"
LOCCITANE,SHOPPING,COSMETIC SHOPS,346,50.55436432,26.23194781,"26.23194781, 50.55436432"
LOCCITANE,SHOPPING,COSMETIC SHOPS,346,50.58453483,26.2442006,"26.2442006, 50.58453483"
THE BODY SHOP,SHOPPING,COSMETIC SHOPS,346,50.58496547,26.24449045,"26.24449045, 50.58496547"
BATH AND BODY WORKS,SHOPPING,COSMETIC SHOPS,346,50.58515027,26.24467255,"26.24467255, 50.58515027"
AL HAWAJ,SHOPPING,COSMETIC SHOPS,356,50.565968,26.21787487,"26.21787487, 50.565968"
AJMAL,SHOPPING,COSMETIC SHOPS,410,50.53768436,26.22876214,"26.22876214, 50.53768436"
ASGHAR ALI & SONS,SHOPPING,COSMETIC SHOPS,410,50.53783777,26.22876008,"26.22876008, 50.53783777"
MIKYAJY,SHOPPING,COSMETIC SHOPS,410,50.53797888,26.22901051,"26.22901051, 50.53797888"
AL HAWAJ,SHOPPING,COSMETIC SHOPS,410,50.53798172,26.22915527,"26.22915527, 50.53798172"
ARABIC OUD COMPANY,SHOPPING,COSMETIC SHOPS,428,50.53700178,26.23172095,"26.23172095, 50.53700178"
ABDUL SAMAD AL QURASHI - THE HOUSE OF AOUD AND AMBAR,SHOPPING,COSMETIC SHOPS,428,50.53944755,26.23238527,"26.23238527, 50.53944755"
NASREENA COSMETICS,SHOPPING,COSMETIC SHOPS,428,50.53953949,26.23230138,"26.23230138, 50.53953949"
AL RASASI PERFUMES COMPANY,SHOPPING,COSMETIC SHOPS,525,50.49876508,26.19953533,"26.19953533, 50.49876508"
AL RAEHA AL ZAKIYAH PERFUMS,SHOPPING,COSMETIC SHOPS,701,50.54454564,26.1843924,"26.1843924, 50.54454564"
GULF STAR PERFUMES,SHOPPING,COSMETIC SHOPS,701,50.54485837,26.18431742,"26.18431742, 50.54485837"
KROOF PERFUMES,SHOPPING,COSMETIC SHOPS,705,50.54512377,26.18359821,"26.18359821, 50.54512377"
AL NARJIS PERFUME,SHOPPING,COSMETIC SHOPS,721,50.55605448,26.17552197,"26.17552197, 50.55605448"
AL WASIMA PERFUMES,SHOPPING,COSMETIC SHOPS,721,50.56408078,26.17045023,"26.17045023, 50.56408078"
MABKHARAT ELOTOOR COSMETICS & PERFUMES,SHOPPING,COSMETIC SHOPS,812,50.55617282,26.17020245,"26.17020245, 50.55617282"
SYED JUNAID ALAM PERFUMES W.L.L.,SHOPPING,COSMETIC SHOPS,905,50.56570353,26.12404975,"26.12404975, 50.56570353"
AL HARAMEEN PERFUMES,SHOPPING,COSMETIC SHOPS,913,50.5573438,26.13027093,"26.13027093, 50.5573438"
NAZIH BEAUTY CARE PRODUCTS,SHOPPING,COSMETIC SHOPS,923,50.56668422,26.13721251,"26.13721251, 50.56668422"
MAC,SHOPPING,COSMETIC SHOPS,925,50.57505737,26.12913876,"26.12913876, 50.57505737"
FLORMAR,SHOPPING,COSMETIC SHOPS,925,50.57514523,26.12865267,"26.12865267, 50.57514523"
GULF STAR PERFUMES,SHOPPING,COSMETIC SHOPS,1203,50.49644042,26.14010519,"26.14010519, 50.49644042"
BAKE HOME,SHOPPING,BAKERY,222,50.60942648,26.26422183,"26.26422183, 50.60942648"
KASHMIRI BAKER,SHOPPING,BAKERY,228,50.59681795,26.27871337,"26.27871337, 50.59681795"
KHAFAYEF & MORE BAKERY,SHOPPING,BAKERY,228,50.59922886,26.26466408,"26.26466408, 50.59922886"
EMPRESS BAKERY,SHOPPING,BAKERY,228,50.59965341,26.27342661,"26.27342661, 50.59965341"
AL KARAMA MODREN BAKERY,SHOPPING,BAKERY,242,50.63329466,26.25492143,"26.25492143, 50.63329466"
MARWAREED BAKERY AND GROCERY,SHOPPING,BAKERY,243,50.63937288,50.63937288,"50.63937288, 50.63937288"
AL RESALAH BAKERY,SHOPPING,BAKERY,301,50.57716135,26.22924488,"26.22924488, 50.57716135"
AL MARZOOQ BAKERY,SHOPPING,BAKERY,301,50.58017673,26.22767554,"26.22767554, 50.58017673"
ABU AYMAN BAKERY,SHOPPING,BAKERY,318,50.59169407,26.23528336,"26.23528336, 50.59169407"
AL DASMAH BAKERY,SHOPPING,BAKERY,321,50.58999957,26.22861822,"26.22861822, 50.58999957"
EUROPEAN PASTRY CENTRE,SHOPPING,BAKERY,327,50.58718302,26.21415152,"26.21415152, 50.58718302"
RED CROISSANT BAKERY,SHOPPING,BAKERY,345,50.60810524,26.215022,"26.215022, 50.60810524"
BREADTALK,SHOPPING,BAKERY,428,50.53918357,26.23190517,"26.23190517, 50.53918357"
KOREAN BAKERY,SHOPPING,BAKERY,502,50.50011348,26.22029201,"26.22029201, 50.50011348"
BREAD TOAST BAKERY,SHOPPING,BAKERY,553,50.45241365,26.20720848,"26.20720848, 50.45241365"
DELMON BAKERY,SHOPPING,BAKERY,814,50.56447385,26.16997148,"26.16997148, 50.56447385"
AL YASMEEN BAKERY,SHOPPING,BAKERY,814,50.56481459,26.16877524,"26.16877524, 50.56481459"
LAMPRESS SWEETS AND BAKERY,SHOPPING,BAKERY,904,50.54135191,26.12784823,"26.12784823, 50.54135191"
BREADTALK,SHOPPING,BAKERY,923,50.56711909,26.13699402,"26.13699402, 50.56711909"
DELMON BAKERY,SHOPPING,BAKERY,928,50.51365495,26.1301523,"26.1301523, 50.51365495"
BREAD TOWN BAKERY,SHOPPING,BAKERY,939,50.57469413,26.13586113,"26.13586113, 50.57469413"
FRENCH BAKERY,SHOPPING,BAKERY,941,50.57902948,26.13990945,"26.13990945, 50.57902948"
KINGDOM MECHANICAL BAKERY,SHOPPING,BAKERY,1203,50.49847088,26.14124886,"26.14124886, 50.49847088"
ABDULRAHIM ABDULLAH MUHAMMAD BAKERY,SHOPPING,BAKERY,1204,50.50900005,26.13786627,"26.13786627, 50.50900005"
AL BUSTANY BAKERIES,SHOPPING,BAKERY,1214,50.51240615,26.07552734,"26.07552734, 50.51240615"
